,headline,date,snippet,source
401,New projects for battery material nickel need a price spur,27/08/2019,", used to store energy in the cathode part of lithium-ion rechargeable",reuters
402,GRAPHIC-New projects for battery material nickel need a price spur,27/08/2019,"in the cathode part of lithium-ion rechargeablebatteries, is needed",reuters
403,METALS-Nickel on track to close above tin for the 1st time in 9 yrs,27/08/2019,"up 0.2%.* LITHIUM: Pilbara Minerals Ltd took a stake in itsAustralian lithium mine off the market, cut its sales forecastand curbed",reuters
404,"Pilbara Minerals takes lithium mine stake off table, slices sales forecast",26/08/2019,"on Tuesday took a stake in its Australian lithium mine off the market, cut its lithium project in the northwestern Pilbara region in Western",reuters
405,METALS-Copper ticks up as trade war fears ease,26/08/2019,0.2%.* LITHIUM: Australia's Pilbara Minerals Ltdexecuted a binding and operate a lithiumhydroxide and carbonate chemical conversion,reuters
406,"Argentina opposition candidate Fernandez meets with mining companies, governors",26/08/2019,"lithium mining sector, according to a press release about the meeting Lithium, Neo Lithium, Livent Corp, Posco, Antofalla Minerals, Newmont",reuters
407,"REFILE-UPDATE 2-Argentina opposition candidate Fernandez meets with mining companies, governors",26/08/2019,"forinvestments in the Vaca Muerta shale oil play and the country'slithium mining.Representatives from companies including Glencore Plc, Galan Lithium, Neo",reuters
408,"Australia's Pilbara Minerals, POSCO form JV to operate conversion facility in South Korea",26/08/2019,in South Korea to develop andoperate a lithium hydroxide and carbonate chemical conversionfacility.The lithium producer Pilbara,reuters
409,CORRECTED-UPDATE 1-Argentina opposition candidate Fernandez meets with mining companies -sources,26/08/2019,", lithium, gold, and silver,one of the sources added.Fernandez also said, Posco and GalaxyLithium America, attended the meeting, the sources said",reuters
410,Chilean miner SQM profits plunge alongside lithium price,22/08/2019,"producer of lithium, saw its profits plunge along with lithium prices by lower lithium sale prices,"" Chief Executive Ricardo Ramos said",reuters
411,"China's Tianqi Lithium first-half net profit slumps, clinches LG Chem supply deal",22/08/2019,"BEIJING (Reuters) - China's Tianqi Lithium Corp, one of the world's biggest lithium producers, said on Thursday its first-half net profit",reuters
412,"China's Tianqi Lithium H1 net profit slumps, clinches LG Chem supply deal",22/08/2019,"BEIJING, Aug 22 (Reuters) - China's Tianqi Lithium Corp, one of the world's biggest lithium producers, saidon Thursday its first-half net",reuters
413,Chile's SQM profits plummet on falling lithium prices,22/08/2019,", theworld's No. 2 producer of lithium, saw its quarterly earningsplummet results were mainly impacted by lowerlithium sale prices,"" Chief Executive",reuters
414,Australia's Wesfarmers says it won't pursue rare earths miner Lynas,22/08/2019,bid for lithium miner Kidman Resources  in May as part,reuters
415,Chile to account for costs of climate change in budget,20/08/2019,"and lithium mining industry thirsty for water, have forced Chilean officials",reuters
416,METALS-Copper ticks up on China stimulus hopes,19/08/2019,' Association said.* LITHIUM: China's Ganfeng Lithiumsaid on Sunday it had-Olaroz lithium brine project in Argentinato 50%.* PRICES: London,reuters
417,METALS-Copper rises on hopes of China stimulus,18/08/2019,"a deal yet.""* LITHIUM: China's Ganfeng Lithiumsaid on Sunday it had lithium brine project in Argentinato 50%.* COBALT: China's biggest",reuters
418,China's Ganfeng closes deal to raise stake in Argentina lithium project,18/08/2019,"BEIJING, Aug 18 (Reuters) - China's Ganfeng Lithiumsaid on Sunday-Olaroz lithiumbrine project in Argentina to 50%.Ganfeng, based",reuters
419,Australia's Orocobre invests in Advantage Lithium Corp placement,14/08/2019,"Lithium Corp  through a private placement lithium projects in Argentina, Orocobre said in a statement. The two",reuters
420,Vision Fund makes $110 million bet on renewable energy storage,14/08/2019,"storage, be it lithium ion, sodium-sulphur, lead-acid, among others",reuters
421,Vision Fund makes $110 mln bet on renewable energy storage,14/08/2019,"of battery storage,be it lithium ion, sodium-sulphut, lead-acid, among",reuters
422,Peru court orders indigenous governor of mining region to six years in prison,14/08/2019,"the highland region rich in gold, silver, tin, lithium and uranium to build a lithium and uranium mine in Puno, he has called",reuters
423,Peru court orders indigenous governor of mining region to 6 years in prison,14/08/2019,"governing the highland region rich in gold, silver,tin, lithium plans to build a lithium and uranium minein Puno, he has called",reuters
424,Australia's Argosy Minerals buys Nevada-based Tonopah lithium project,13/08/2019,"(Reuters) - Lithium-focused explorer Argosy Minerals Ltd on Wednesday the Tonopah Lithium Project in Nevada, United States.Argosy said the sale",reuters
425,RPT-COLUMN-Lead jumps again as Port Pirie smelter goes down again: Andy Home,13/08/2019,lithium-ion batteries are usedto actually propel the vehicle.Global,reuters
426,"Trump delays tariffs on Chinese cellphones, laptops, toys; markets jump",13/08/2019,", lithium ion batteries and snowblowers will also get tariffs on Sept. 1",reuters
427,COLUMN-Lead jumps again as Port Pirie smelter goes down again: Andy Home,13/08/2019,"battery tocontrol operating systems, while lithium-ion batteries",reuters
428,Global jitters help end Australian shares' four-day win streak,13/08/2019,"Lithium miners Galaxy Resources and Orocobre, both of whom have",reuters
429,"CORRECTED-Australian shares up for the day, but suffer worst week since November",09/08/2019,Areas bothtacked on more than 5%.Lithium miners Orocobre,reuters
430,China's CMOC seeks opportunities to beef up battery metals business -CEO,09/08/2019,"Cobalt, copper, nickel and lithium are expected to seeincreasing prices for cobalt and lithium havecrumpled this year on the back",reuters
431,"Australia shares edge up, led by banks and small miners; NZ rises too",08/08/2019,"The mining index saw meagre gains, mostlycontributed by lithium and nickel miners.Lithium miners Orocobre and Pilbara Mineralswere",reuters
432,"Albemarle to delay construction plans for 125,000 tons of lithium processing",08/08/2019,"delay construction plans for about 125,000 tons of additional lithium the world's top lithium producer is happening as trade tensions between",reuters
433,"Albemarle to delay construction of 125,000 tons of lithium processing capacity",08/08/2019,"construction of about 125,000 tons of additionallithium processing",reuters
434,COLUMN-Glencore and the perils of riding the electric vehicle tiger: Andy Home,08/08/2019,"in lithium and mayyet appear in nickel, currently on its own turbo-charged in differing combinations.Lithium, a core input to any EV battery, has",reuters
435,Indonesia president signs new EV decree to bolster industry,08/08/2019,"is used in lithium batteries.""The business strategy can be designed",reuters
436,"Australia shares climb on miners' gains, solid China trade data",08/08/2019,* Nickel miners surge on talk of Indonesia export ban* Lithium.Australian lithium miners surged and led gains on thebenchmark. Galaxy,reuters
437,"Australia shares supported by miners, NZ edges up; sentiment still fragile",07/08/2019,"* Mining stocks boost ASX, Rio Tinto down on ex-div* Lithium miners Ltd jumped 2.8% to a near eight-yearhigh.Local lithium stocks",reuters
438,"Chemicals maker Albemarle profit beats, raises 2019 earnings forecast",07/08/2019,"forecast on Wednesday, sending shares of the world's largest lithium from Refinitiv.Sales from the company's largest segment lithium, used",reuters
439,Lithium producer Albemarle raises 2019 adjusted profit forecast,07/08/2019,", as theworld's largest lithium producer sold more volumes of lithium",reuters
440,Australia's Galaxy Resources flags impairment charge on review of flagship lithium project,06/08/2019,in Western Australia.The lithium miner attributed the charge to the Mt,reuters
441,"BHP boosts nickel reserves by 77%, gears up for EV market",05/08/2019,", although lithium miners have faced a rocky time this year after (NMC811) battery needs 9kg of cobalt, 11kg of lithium and 70kg of nickel",reuters
442,RPT-Electric ambition: BHP eyes EV market with speciality chemicals,04/08/2019,"facility toprovide material for lithium-ion batteries.Having tried chain, particularly for lithium.BHP's new production, which is equivalent",reuters
443,Electric ambition: BHP eyes EV market with speciality chemicals,02/08/2019,"for lithium-ion batteries.Having tried for years to sell the business, its throughout the EV batterysupply chain, particularly for lithium.BHP's",reuters
444,BHP to start nickel sulfate production for EVs in second-quarter of 2020,02/08/2019,"to the road in coming years, although lithium miners have faced a rocky time that there will be no sustainable premium in the lithium sector, whereas we",reuters
445,METALS-Copper drops to 3-week low on Trump tariff blow,02/08/2019,of rare earths for leverage in the tradewar.* CODELCO/LITHIUM to develop a joint lithiumproject at the Salar de Maricunga in the country's,reuters
446,"Morning News Call - India, August 2",01/08/2019,"for lithium, cobalt overseasThree Indian state-run companies - National venture to buy mining assets overseasthat have minerals such as lithium",reuters
447,"Indian firms set up JV to mine for lithium, cobalt overseas",01/08/2019,"such as lithium and cobalt, whichare used in the manufacture resource base, lithium and cobaltare significant,"" the statement said",reuters
448,Chile's Codelco announces joint lithium project with Salar Blanco,01/08/2019,lithium project at the Salar de Maricunga in the country's north by Australia's Lithium Power International with smaller stakes held,reuters
449,Indonesia plans incentives to boost electric vehicle industry,01/08/2019,"ore, which is used in lithium batteries.Aiming to become a hub",reuters
450,"Australian, NZ shares slip as Fed rules out lengthy easing after rate cut",31/07/2019,a controlling stakein the company's Wodgina lithium project.Across,reuters
