,headline,date,snippet,source
1059,BRIEF-Nemaska Lithium Launches $300 Mln-$350 Mln Bond Offering,20/04/2018,April 20 (Reuters) - Nemaska Lithium Inc:* NEMASKA LITHIUM LAUNCHES,reuters
1060,Bolivia nearing deal on partner to develop lithium: minister,19/04/2018,the government would pick a partner to develop the country's ample lithium state-run lithium company YLB says it anticipates the partner,reuters
1061,BRIEF-Lockheed Martin To Deliver 17 Mwh Of Gridstar™ Lithium Energy Storage Systems To Peak Power Inc,19/04/2018,TO DELIVER 17 MWH OF GRIDSTAR™ LITHIUMENERGYSTORAGE SYSTEMS TO PEAK POWER AGREEMENT TO SUPPLY ABOUT 17 MWHOFGRIDSTA LITHIUM ENERGY STORAGE SYSTEMS,reuters
1062,BRIEF-Orion And Nemaska Sign USD 150M Streaming Agreement To Help Fund Nemaska’S Proposed Whabouchi Mine,19/04/2018,MINE* CAMEO RESOURCES - ORION MINE FINANCE II LP AND NEMASKALITHIUM,reuters
1063,Murata to invest up to $930 mln to boost output of car components,18/04/2018,Italso acquired Sony Corp's lithium ion batteryoperations last year,reuters
1064,BRIEF-Ningbo Shanshan sees FY 2018 Q1 net profit up 65.93 pct to 89.91 pct,18/04/2018,net profit was 83.4 million yuan* Says increased income from lithium,reuters
1065,Australia's Pilbara Minerals to ship first spodumene cargo to China in Aug,18/04/2018,"the first cargo of spodumene concentrate, a mineralmined for its lithium content, from its Pilgangoora lithiumdevelopment in Australia to China",reuters
1066,"BHP Billiton to produce nickel sulphate next year, eyeing cobalt on battery boom",18/04/2018,and nickel are both critical ingredients for lithium ion batteries,reuters
1067,Chile's SQM says lithium industry needs at least $10 bln investment over 10 yrs,18/04/2018,"SHANGHAI, April 18 (Reuters) -* The global lithium industry, Chilean lithiumminer SQM says* Demand is set to grow by 600,000-800,000",reuters
1068,BRIEF-Cameo Resources Corp Says Softbank Group To Acquire Up To 9.9 Pct Of Nemaska Lithium Inc's Outstanding Common Shares,17/04/2018,: SOFTBANK GROUP MAKES STRATEGICINVESTMENTIN NEMASKA LITHIUM’S PROPOSEDLITHIUM'SPROPOSED WHABOUCHI MINE* CAMEO RESOURCES CORP SAYS,reuters
1069,BRIEF-Albemarle Corp Announces Appointment Of Glen Merfeld As Chief Technology Officer For Lithium Business,16/04/2018,FOR LITHIUM BUSINESSSource text for Eikon:Further company coverage:(Reuters.Briefs@thomsonreuters.com),reuters
1070,BRIEF-Beijing WKW Automotive Parts to pull out of lithium titanate cell project and clean energy vehicle project,16/04/2018,it will sell lithium titanate cell project relatedstakefor 540 million* Says it will pull out of lithium titanate cell project andclean,reuters
1071,'Urban mining' in South Korea pulls rare battery materials from recycled tech,13/04/2018,", they are sorting through a pile of lithium-ion batteries from old mobile and lithium for electric vehicles pushes up prices and causes a global",reuters
1072,BRIEF-Nemaska Lithium Enters $150 Mln Streaming Agreement With Orion Mine Finance II LP,12/04/2018,April 12 (Reuters) - Nemaska Lithium Inc:* CONFIRMS THAT IT HAS% ON ALL LITHIUM HYDROXIDE & LITHIUM CARBONATE FROMSHAWINIGAN PLANT,reuters
1073,'Urban mining' in S.Korea pulls rare battery materials from recycled tech,12/04/2018,"or refining ore.Instead, they are sorting through a pile of lithium-ion for overseas cobalt and lithiumfor electric vehicles pushes up",reuters
1074,South Korea's LG Chem to set up battery material JVs with China's Zhejiang Huayou Cobalt,10/04/2018,for lithium-ion batteries.The plan comes as South Korean companies step,reuters
1075,CRU/CESCO-Electric cars no game changer for copper demand in short term,09/04/2018,and in therechargeable lithium-ion batteries that power them.Research,reuters
1076,"CANADA STOCKS-Futures rise on oil gains, U.S. soothes trade fears",09/04/2018,$13.50 from C$16Lithium Americas Corp: Canaccord Genuity raisestarget,reuters
1077,China's Tianqi alleged errors in Chile effort to block SQM stake - papers,07/04/2018,SANTIAGO (Reuters) - China's Tianqi Lithium Corp <002466.SZ lithium market and emphasized that Tianqi is a private company,reuters
1078,"As China ties up global lithium, Asian rivals must bet big on South America",06/04/2018,") - South America's lithium triangle is the lowest-cost place to produce cars, has had its efforts thwarted in the lithium triangle of Bolivia",reuters
1079,CANADA STOCKS-TSX falls as trade tensions spark broad-based decline,06/04/2018,"to $8.10 and Nemaska Lithium, up 17.1 percent to $1.37.(Reporting by Fergal Smith; Editing by Tom Brown)",reuters
1080,SoftBank's first lithium deal raises prospects for junior miners,06/04/2018,") - SoftBank Group Corp's <9984.T> entry into the lithium sector, a hot) for a stake of up to 9.9 percent in Nemaska Lithium Inc ",reuters
1081,CANADA STOCKS-TSX falls as declines in financials offset gains in energy,06/04/2018,"wereAurora Cannabis, Nemaska Lithium and NeovascInc.* Volume",reuters
1082,"Canada's Nemaska, Orion in talks on lithium stream deal -sources",06/04/2018,"TORONTO/VANCOUVER, April 6 (Reuters) - Canada's NemaskaLithium Inc on a lithium streaming deal, a type ofspecialized mining finance",reuters
1083,CANADA STOCKS-TSX futures dip on trade war fears after Trump's threat,06/04/2018,"up to 9.9percent stake in Canada-based Nemaska Lithium Incof the agreement, the lithium miner said.ANALYST RESEARCH HIGHLIGHTSCorus",reuters
1084,SoftBank to buy up to 9.9 percent stake in Canada's Nemaska Lithium,05/04/2018,to 9.9 percent stake in Canada-based Nemaska Lithium Inc  miner said on Thursday,reuters
1085,SoftBank to buy up to 9.9 pct stake in Canada's Nemaska Lithium,05/04/2018,"percent stake in Canada-based Nemaska LithiumInc and invest up to C of the agreement, thelithium miner said on Thursday.The investment, which",reuters
1086,BRIEF-Softbank Group To Make Strategic Investment In Nemaska Lithium,05/04/2018,April 6 (Reuters) - Nemaska Lithium Inc:* SOFTBANK GROUP TO MAKE STRATEGIC INVESTMENT IN NEMASKALITHIUM* ‍AGREEMENT WITH SOFTBANK GROUP,reuters
1087,BRIEF-‍Pure Energy Minerals Files Revised NI 43-101 Technical Report For Its Clayton Valley Lithium Project​,05/04/2018,LITHIUM PROJECT​Source text for Eikon:Further company coverage:,reuters
1088,"BRIEF-NRG To Commence Drilling At Salar Escondido Lithium Project, Argentina",05/04/2018,"AT THE SALAR ESCONDIDO LITHIUMPROJECT,CATAMARCA, ARGENTINASource text for Eikon:Further company coverage:",reuters
1089,Singapore-listed Alliance Minerals buys Australian lithium JV partner,05/04/2018,"MELBOURNE, April 5 (Reuters) - Singapore-listed lithiumproducer in the red hotlithium sector where more supply is coming online",reuters
1090,Class action objectors defend 9th Circuit’s infamous Hyundai ruling,04/04/2018,CEI’s 9th Circuit brief in In re: Lithium Ion Batteries Antitrust,reuters
1091,Damp squib or next commodity super-cycle? The Belt and Road dilemma: Russell,04/04/2018,"metals such as cobalt, lithium and nickel, but also copper and iron ore",reuters
1092,RPT-COLUMN-Damp squib or next commodity super-cycle? The Belt and Road dilemma: Russell,04/04/2018,"battery metals such as cobalt, lithium andnickel, but also copper",reuters
1093,Vestas taps car battery know-how for wind power storage,04/04/2018,"Carlsson, to develop a lithium-ion battery for power plants of the future",reuters
1094,COLUMN-Damp squib or next commodity super-cycle? The Belt and Road dilemma: Russell,04/04/2018,"battery metals such as cobalt, lithium andnickel, but also copper",reuters
1095,China miner Tianqi meets with Chilean anti-trust prosecutor on SQM,04/04/2018,lithium giant Tianqi Lithium met with Chile's top anti-trust prosecutor lowest-cost producer of lithium - a key ingredient in rechargeable,reuters
1096,METALS-Shanghai metals prices fall as U.S.-China trade row escalates,03/04/2018,copper concentrator in orderto replace a leaking pipe. * LITHIUM: Representatives of Chinese lithium giant Tianqimet with Chile's top,reuters
1097,COLUMN-Is there an electric accelerator to falling nickel stocks? Andy Home,03/04/2018,)Is there then another driver at work?Perhaps an electric one?Might the lithium the metal in sulphateform to make lithium-ion batteries. Sulphate can only,reuters
1098,Shareholders in Chilean lithium firm SQM move to shake up governance,02/04/2018,shareholders inChilean lithium giant SQM proposed in aregulatory filing,reuters
1099,BRIEF-Zhonghe sees FY 2018 Q1 net loss to be 60 mln yuan to 70 mln yuan,02/04/2018,as loss in lithium battery business segmentSource text in Chinese,reuters
1100,Kore Potash to tap investors for $600 mln towards Congo Rep mine,29/03/2018,"lithium and potashminer SQM, with 17.6 percent.Kore is awaiting",reuters
1101,Ex-Microsoft manager lands Responsible Cobalt Initiative role,29/03/2018,"Cobalt, a metal used in lithium-ion batteries for mobile phones",reuters
1102,"U.S. opens probe into fatal Tesla crash, fire in California",28/03/2018,colliding with an Audi.The Tesla's lithium batteries caught fire,reuters
1103,BRIEF-Nemaska Lithium Advances In Its Lithium Project Financing Endeavors,28/03/2018,March 28 (Reuters) - Nemaska Lithium Inc:* NEMASKA LITHIUM ADVANCES IN ITS LITHIUM PROJECT FINANCINGENDEAVORS* NEMASKA LITHIUM INC,reuters
1104,Nissan spins up new plant to give second life to EV batteries,27/03/2018,"will begin selling rebuilt replacement lithium-ion batteries materials, including cobalt, nickel, and lithium, more automakers",reuters
1105,"Two risks threaten commodities, one bullish, one bearish: Russell",26/03/2018,"to the battery boom, cobalt, lithium and nickel.On the supply side",reuters
1106,"RPT-COLUMN-Two risks threaten commodities, one bullish, one bearish: Russell",26/03/2018,", lithium and nickel.On the supply side, there is a renewed rush",reuters
1107,"COLUMN-Two risks threaten commodities, one bullish, one bearish: Russell",26/03/2018,"exposed to the battery boom, cobalt, lithium and nickel",reuters
1108,India says to give incentives to battery makers as it promotes electric vehicles,23/03/2018,"such as lithium,which are needed to manufacture batteries.""(Singh",reuters
1109,BRIEF-Bharat Heavy Electricals Signs Technology Transfer Agreement With ISRO,23/03/2018,OF SPACE GRADE LITHIUM-ION CELLSSource text - As part of its Organisation(ISRO) for the manufacture of space-grade Lithium-ion cells,reuters
1110,BRIEF-Becton Dickinson Updates Instructions for Use for Certain BD Vacutainer Blood Collection Tubes,22/03/2018,VACUTAINER LITHIUM HEPARIN GREEN TOP TUBESSource text for Eikon:Further company coverage:,reuters
1111,Chinese carmaker BYD close to completing battery recycling plant,21/03/2018,"battery materials, such as lithium and cobalt, are part of the reason overseas.BYD expects to start production at a 10 GWh capacity lithium",reuters
1112,RPT-Tiny Chilean regulator thrust into global lithium battle,21/03/2018,"(Reuters) - A global battle for lithiumhas landed in the office .The scramble for lithium, used in rechargeable batteries formobile",reuters
1113,METALS-London copper edges up from 3-month low on weaker dollar,20/03/2018,on Tuesday. * LITHIUM: A global battle for lithium has landed,reuters
1114,Tiny Chilean regulator thrust into global lithium battle,20/03/2018,By Dave Sherwood SANTIAGO (Reuters) - A global battle for lithium a stake in top producer SQM .The scramble for lithium,reuters
1115,Chinese control of cobalt supply is risk for car industry: Glencore,20/03/2018,"of rechargeable lithium-ion batteries, which automakers typically",reuters
1116,Apple grabs two-year lead in 3D sensing race,20/03/2018,producers to nail down supplies for lithium-ion rechargeable batteries,reuters
1117,"RPT-Battery makers descend on Australia, Canada cobalt developers",19/03/2018,"of cobalt, a keymaterial in lithium-ion batteries.DRC GROWTH",reuters
1118,"Battery makers descend on Australia, Canada cobalt developers",19/03/2018,"in lithium-ion batteries.DRC GROWTHIn the DRC, production is set to rise",reuters
1119,"CORRECTED-Battery makers descend on Australia, Canada cobalt developers",19/03/2018,"in lithium-ion batteries.DRC GROWTHIn the DRC, production is set to rise",reuters
1120,BRIEF-Piedmont Lithium Files Registration Statement For Proposed U.S. Listing,18/03/2018,March 19 (Reuters) - Piedmont Lithium Ltd:* PIEDMONT LITHIUM FILES,reuters
1121,New Chile govt undecided on blocking SQM sale to China firms -official,16/03/2018,predecessor to block the sale of a stake in top lithium minerSQM of a 32 percent stake in SQM to China's TianqiLithium or any related,reuters
1122,How Congo faced down some of the world's biggest mining firms,15/03/2018,on costs.Cobalt is a key ingredient in lithium-ion batteries that power,reuters
1123,INSIGHT-How Congo faced down some of the world's biggest mining firms,15/03/2018,is a key ingredient in lithium-ion batteries thatpower smartphones,reuters
1124,Zimbabwe's coal output set to quadruple as investors arrive,15/03/2018,"as on lithium and platinum. He was speaking to investors in London office.In Cape Town in February, he had said battery mineral lithium",reuters
1125,Glencore signs massive cobalt sale deal with China's GEM,14/03/2018,"metal in lithium-ion batteries, soars on a forecasted boom",reuters
1126,Cobalt to be declared a strategic mineral in Congo,14/03/2018,"on the list include lithium and germanium, Nkunza said. Congo is the world's",reuters
1127,First Cobalt buys US Cobalt in sprint to production,14/03/2018,"are exploring deposits of the mineral, a key ingredient in lithium-ion",reuters
1128,First Cobalt buys US Cobalt in friendly expansion deal,14/03/2018,"Prices for cobalt, a key ingredient in lithium-ionbatteries",reuters
1129,"BRIEF-Bearing Lithium Says Minera Salar Blanco Got Authorization From Chilean Nuclear Commission To Extract, Produce, Market Lithium Products From Maricunga Salar",14/03/2018,"March 14 (Reuters) - Bearing Lithium Corp:* BEARING LITHIUM - MINERA TO EXTRACT, PRODUCE, MARKET LITHIUMPRODUCTS FROM MARICUNGA SALARSource",reuters
1130,RPT-EXPLAINER-Chile attempts to block China from prize lithium asset,14/03/2018,"stake in Chilean lithium company SQM to aChinese firm, which oversees SQM's lithiumleases in the Salar de Atacama, claimed",reuters
1131,South Australia poll offers voters a choice of clean or cheap power,14/03/2018,built the world's biggest lithium-ion battery at a windfarm run,reuters
1132,Explainer: Chile attempts to block China from prize lithium asset,13/03/2018,of a 32 percent stake in Chilean lithium company SQM  leases,reuters
1133,EXPLAINER-Chile attempts to block China from prize lithium asset,13/03/2018,"the sale of a 32 percentstake in Chilean lithium company SQM development agency Corfo, which oversees SQM's lithiumleases in the Salar",reuters
1134,Bank of China authorized to operate in Chile -regulator,13/03/2018,"of copper but also lithium, wood pulp, wine, salmon andother products",reuters
1135,Tesla's electric motor shift to spur demand for rare earth neodymium,13/03/2018,"them, such as lithium and cobalt which are key ingredients",reuters
1136,BRIEF-Rock Tech Notifies Vendors Of Intent To Proceed With Nogalito Acquisition,12/03/2018,March 12 (Reuters) - Rock Tech Lithium Inc:* ROCK TECH NOTIFIES,reuters
1137,"South Korea's POSCO, Samsung SDI agree to build cathode plant in Chile by 2021",10/03/2018,"for the country's lithium batteries project, POSCO said in a statement will be used to make lithium batteries for electric vehicles.Beating 12",reuters
1138,"S.Korea's POSCO, Samsung SDI agree to build cathode plant in Chile by 2021",10/03/2018,"by 2021 for the country's lithiumbatteries project, POSCO said, which will be used to makelithium batteries for electric vehicles",reuters
1139,Exclusive: Chile files complaint to block sale of SQM shares to Chinese companies,09/03/2018,"in lithium company SQM to a Chinese company on the grounds it would.Chile development agency Corfo, which oversees SQM's lithium leases",reuters
1140,Chile says companies to invest $754 million in lithium industry,09/03/2018,lithium industry.The companies selected in a bidding process to develop technology focused on the lithium market were Chile's Molymet,reuters
1141,Chile says companies to invest $754 mln in lithium industry,09/03/2018,in the red-hot lithium industry.The companies selected in a bidding process to developtechnology focused on the lithium market were Chile's Molymet,reuters
1142,BRIEF-Albemarle Receives Increase In Lithium Quota For Chile Operations,09/03/2018,"INCREASE IN LITHIUM QUOTAFORCHILE OPERATIONS* ALBEMARLE - CHILE'S LITHIUM PRODUCTION TO UP TO 145,000METRIC TONS OF LCE THROUGH 2043Source",reuters
1143,Chile approves increase in lithium quota for Albemarle,09/03/2018,"in U.S. miner Albemarle Corp's annual lithiumproduction limit oversees the northern Chilean lithium deposits,allows the company",reuters
1144,"BRIEF-FMC Announces Executive Leaders For Planned New Lithium Materials Company, Appoints New FMC Chief Financial Officer",09/03/2018,"FOR PLANNED NEW LITHIUMMATERIALS COMPANY, APPOINTS NEW FMC CHIEF FINANCIAL WILL SERVE AS CHAIRMAN OF BOARD OF NEWLITHIUMMATERIALS COMPANY​* PAUL",reuters
1145,LME rethinks cobalt contract for electric vehicle sector,09/03/2018,"such as cobalt, nickel andlithium has soared over the past year of cobalt sulphate, which alongside nickelsulphate and lithium",reuters
1146,RPT-COLUMN-Why electric vehicles could fracture the nickel market: Andy Home,08/03/2018,"of nickel in the most readily usable composition for lithium-ionbattery, another key lithium-ion battery input.Outside of the African copper belt",reuters
1147,Why electric vehicles could fracture the nickel market: Home,08/03/2018,"usable composition for lithium-ion battery processing. Batteries lithium-ion battery input. Outside of the African copper belt, cobalt",reuters
1148,COLUMN-Why electric vehicles could fracture the nickel market: Andy Home,08/03/2018,"usable composition for lithium-ionbattery processing.Batteries served as a deterrent to new cobaltproduction, another key lithium-ion",reuters
1149,BRIEF-Ultracharge Signs LoI With Aeronautics Ltd,07/03/2018,WITH AERONAUTICS LTD TO DEVELOPLITHIUM-ION BATTERIES FOR UNMANNED AERIAL,reuters
1150,Investors bet on component makers in electric car shift,07/03/2018,materials used in automotive batteries. Lebeau also has exposure to lithium,reuters
1151,Continental bets on 'mild hybrid' batteries in JV with China's CITC,07/03/2018,"Lithium Battery Co., Ltd.) will contribute its know-how in producing lithium-ion cells and enable better access to the Chinese market",reuters
1152,Glencore's talks to sell cobalt to Chinese firm falter on price,06/03/2018,"the life of rechargeable lithium-ion batteries, which automakers typically into cobalt sulphate used in the rechargeable lithium-ion batteries",reuters
1153,BRIEF-Desert Lion Energy Announces Offtake Agreement With Chinese Lepidolite Converter,06/03/2018,"LION ENERGY INC - ‍FIRST 30,000 TONNE SHIPMENT OFLITHIUMCONCENTRATE - PREPAYMENT OF US$4.5 MILLIONRECEIVEDAGAINST DELIVERY OF PHASE 1 LITHIUM",reuters
1154,Celsius aims to bring Namibia's first cobalt mine to production by 2020,05/03/2018,director said. Cobalt is a key component in rechargeable lithium-ion,reuters
1155,China to start EV battery recycle programs in four regions,05/03/2018,"of its auto sales by 2025. But a rising glut in lithium, a major",reuters
1156,"Tapping the lithium rush, Canadian miner stakes claims in Utah",02/03/2018,"acres of federal land in Utah since last year, hoping to tap lithium move this year to encourage more U.S. production of lithium and other",reuters
1157,"EMERGING MARKETS-Mexico stocks rebound, SQM shares sink in Chile",01/03/2018,"bounced backfrom a 12-week low on Thursday, while concerns about lithium. In Chile, shares in SQM, one of the world'slargest lithium producers",reuters
1158,Shares of Chilean miner SQM fall on lithium pricing fears,01/03/2018,"after the Chilean miner warned lithium prices could weaken in the second of the world's largest producers of lithium and fertilizers, added it still",reuters
1159,BRIEF-Lithium X Energy Update On Completion Of Plan Of Arrangement With NextView,01/03/2018,March 1 (Reuters) - Lithium X Energy Corp:* UPDATE ON COMPLETION OF PLAN OF ARRANGEMENT WITH NEXTVIEW* LITHIUM X ENERGY CORP,reuters
1160,Congo says will campaign to prevent child labor in cobalt mines,01/03/2018,"lithium-ion batteries, as production of electric cars surges.Congo",reuters
1161,Congo says will campaign to prevent child labour in cobalt mines,01/03/2018,"inrechargeable lithium-ion batteries, as production of electriccars surges",reuters
1162,Brazilian IPOs get into a New York state of mind,01/03/2018,", and Sigma Lithium Resources Inc, a small Canada headquartered lithium",reuters
1163,"World needs at least 50,000 tonnes more lithium per year - SQM",01/03/2018,tonnes of lithium per year of additional suppliesin coming years lithium demand will continue to be strong with anestimated growth of 80,reuters
1164,Chile's SQM plans investments of $517 mln in 2018,01/03/2018,"it plans investments of $517 million in 2018,due to growth in its lithium, one of the world's largest producers of lithiumand fertilizers",reuters
1165,DEALTALK-Brazilian IPOs get into a New York state of mind,01/03/2018,"in Toronto, and Sigma Lithium Resources Inc, a smallCanada headquartered lithium miner all of whose assets are inBrazil, also plans",reuters
1166,Vale aims to cut nickel output costs as world glut looms,28/02/2018,the metal's key role in lithium-ion batteries that are used,reuters
1167,"BRIEF-Japan's GS Yuasa Says It, Bosch, Mitsubishi Corp Agreed To Dissolve Lithium-Ion Battery JV, End Development",28/02/2018,", MITSUBISHI CORP AGREED TODISSOLVE LITHIUM-ION BATTERY JV, ENDPRODUCTS, EXPAND LITHIUM ION BUSINESS ON ITS OWNFurther company",reuters
1168,"Lithium glut? No way, say industry executives eyeing demand",27/02/2018,"in lithium, a major ingredient in rechargeable batteries for electric Stanley sent lithium stocks tumbling on Monday after it forecast a surplus",reuters
1169,Rusal quest for value to dent Glencore's aluminum clout,27/02/2018,", aluminum for lighter cars as well as nickel, cobalt and lithium for EV",reuters
1170,China's Yunnan Aluminium approves battery JV with Israel's Phinergy,27/02/2018,and aluminum. They have been touted as an alternative to lithium-ion batteries,reuters
1171,Rusal quest for value to dent Glencore's aluminium clout,27/02/2018,"as nickel, cobalt and lithium for EVbatteries through its co",reuters
1172,"BRIEF-Guangdong Weihua, Unit Sign Lithium Supply Contract With Albemarle's China Subsidiary",27/02/2018,LITHIUM SUPPLY CONTRACT WITHALBEMARLECORP'S LITHIUM SUBSIDIARY IN CHINA,reuters
1173,South Korea's POSCO signs long-term deal to buy lithium from Australia's Pilbara,27/02/2018,"said it had agreed to buy up to 240,000tonnes of lithium concentrate that it planned to make about30,000 tonnes of lithium products per",reuters
1174,BRIEF-Lamtex Holdings Notes Increase In Share Price And Trading Volume Of Shares Of Co,27/02/2018,LITHIUM BY UNIT​Source text for Eikon:Further company coverage:,reuters
1175,EMERGING MARKETS-Mexico peso down on NAFTA jitters; Chilean equities sink,26/02/2018,"Chilean equities fellon losses in a lithium miner and the forestry due toincreasing demand for lithium from electric car makers, fell",reuters
1176,FMC plans $500 million IPO of lithium business on NYSE in the fall,26/02/2018,"lithium business on the New York Stock Exchange this fall, its chief to gain exposure to the booming electric vehicle market. Lithium is a key",reuters
1177,FMC plans $500 mln IPO of lithium business on NYSE in the fall,26/02/2018,"million initial public offering of a stake inits lithium business maker, isplanning to sell off around 15 percent of its lithium business",reuters
1178,"EMERGING MARKETS-Chilean equities fall on lithium price worries, forestry",26/02/2018,"in the country's lithium and forestry sectors. Shares in Sociedad Quimica y toincreasing demand for lithium from electric car makers, fellalmost 8",reuters
1179,China puts responsibility for battery recycling on makers of electric vehicles,26/02/2018,high-tech industries. But with lithium battery production already up,reuters
1180,China puts responsbility for battery recycling on makers of electric vehicles,26/02/2018,and promote high-techindustries.But with lithium battery production,reuters
1181,BRIEF-New Sea Union Telecom Technology To Invest 500 Mln Yuan In Lithium Industry Investment Fund,25/02/2018,) IN LITHIUM INDUSTRY INVESTMENT FUNDSource text in Chinese: http,reuters
1182,"RPT-COLUMN-For cobalt buyers, is artisanal mining the problem or the solution? Andy Home",22/02/2018,"to securing long-term suppliesof the ""hot"" metal used for lithium-ion",reuters
1183,"COLUMN-For cobalt buyers, is artisanal mining the problem or the solution? Andy Home",22/02/2018,"of the ""hot"" metal used for lithium-ion batteries key to theelectric",reuters
1184,"Saft creates European battery alliance with Siemens, Solvay and Manz",22/02/2018,"and safety advantages, compared to current lithium-ionproducts,"" Saft said",reuters
1185,"METALS-London metals sag on dollar, ShFE weakens on holiday return",22/02/2018,to secure supplies of the material vital for thelithium-ion,reuters
1186,Germany's Sonnen to set up a battery plant in South Australia,22/02/2018,Elon Musk to build the world's biggest lithium ionbattery which went,reuters
1187,"METALS-London metals sag on dollar, Shfe weakens on holiday return",21/02/2018,of the material vital for thelithium-ion rechargeable batteries,reuters
1188,BRIEF-Pepinnini Lithium ‍Announces Transaction With Lithea Inc,21/02/2018,Feb 22 (Reuters) - Lsc Lithium Corp:* ‍ANNOUNCES TRANSACTION,reuters
