,headline,date,snippet,source
188,Lithium miner SQM shares climb after Chile court rejects appeals,31/10/2018,"SANTIAGO, Oct 31 (Reuters) - Shares of Chilean lithium minerSQM offer to buy a stake inSQM, the world's No. 2 lithium producer.SQM B",reuters
189,Chile's antitrust court rejects appeals against Tianqi deal,30/10/2018,"002466.SZ> $4.1 billion purchase of a stake in lithium producer SQM < of Chile's SQM, the world's No.2 lithium miner, as Beijing promotes",reuters
190,"Lithium miner SQM shares up 2.7 pct, Chile court clears way for Tianqi stake purchase",26/10/2018,"SANTIAGO, Oct 26 (Reuters) - Shares in lithium miner SQMjumped 2.7 of a stake in the Chileanlithium miner.SQM's B-series shares touched",reuters
191,"METALS-London copper retreats, heads for 2nd straight weekly drop",25/10/2018,"SQM, all but clearing the way for thetransaction to close",reuters
192,Chilean court rejects lawsuit to block SQM stake sale to Tianqi,25/10/2018,miner Tianqi's purchase of a stake in Chilean lithium miner SQM percent holding in world No. 2 lithium miner SQM ,reuters
193,Chile's Constitutional Court rejects suit to block Tianqi purchase of SQM stake,25/10/2018,"Chinese miner Tianqi'spurchase of a stake in Chilean lithium miner SQMin world No. 2 lithium miner SQM.Tianqi's lawyers said they were ""very",reuters
194,METALS-London copper slips for 3rd day after Wall St rout,24/10/2018,lithium miner SQM. * RARE EARTH: The Chinese government,reuters
195,Chile mining minister says court won't delay sale of SQM stake,24/10/2018,"in the world's No. 2 lithium miner SQM.The top shareholder in SQM <,"" he said.Lawyers for Tianqi have accused SQM's Pampa Group, which",reuters
196,Chile's Constitutional Court delays decision on SQM-Tianqi sale,22/10/2018,lithium miner SQM to Chinese firm Tianqi. The court's president said a complaint by SQM's majority shareholder that the country's antitrust court,reuters
197,CANADA STOCKS-TSX futures up on higher oil prices,22/10/2018,stakein Chilean lithium miner SQM to China's Tianqi has been stalled,reuters
198,METALS-Copper climbs for second day after China liquidity pledge,21/10/2018,its stakein Chilean lithium miner SQM to China's Tianqi Lithium has,reuters
199,Nutrien vows to 'protect interests' over threat to SQM sale: paper,21/10/2018,"to sell its stake in Chilean lithium miner SQM to China's Tianqi has Nutrien , accused Julio Ponce, SQM's ",reuters
200,Nutrien vows to 'protect interests' over threat to SQM sale -paper,21/10/2018,"attemptto sell its stake in Chilean lithium miner SQM to China'scompany Nutrien, accused Julio Ponce, SQM'slargest shareholder",reuters
201,A water fight in Chile's Atacama raises questions over lithium mining,19/10/2018,"-based Albemarle Corp and Chile's SQM operate just 3 miles (5 km) apart, expressing concern about how much brine rival SQM had been drawing",reuters
202,,18/10/2018,"lithium miner SQM ,  for $4.1 billion",reuters
203,INSIGHT-A water fight in Chile's Atacama raises questions over lithium mining,18/10/2018,", the world's driest desert.U.S.-based Albemarle Corp and Chile's SQM operate a different tone, expressingconcern about how much brine rival SQM had been",reuters
204,Chile to seek international arbitration over Albemarle contract,17/10/2018,"in January with Chilean competitor SQM, but Corfo said previously that SQM had complied with the terms of its agreement.""Corfo wants to find",reuters
205,"RPT-EXPLAINER-What's next as Tianqi, SQM face off in Chile court",13/10/2018,"ofa coveted 24 percent stake in top lithium producer SQMto China's by controlling shareholder and formerSQM chairman Julio Ponce Lerou, via his",reuters
206,"Explainer: What's next as Tianqi, SQM face off in Chile court",12/10/2018,allowing the sale of a coveted 24 percent stake in top lithium producer SQM FILED?The lawsuit was filed by controlling shareholder and former SQM,reuters
207,"EXPLAINER-What's next as Tianqi, SQM face off in Chile court",12/10/2018,"producer SQMto China's Tianqi Lithium Corp, afterits controlling?The lawsuit was filed by controlling shareholder and formerSQM chairman",reuters
208,Chilean court freezes sale of stake in lithium giant SQM to Tianqi,11/10/2018,"suspended the sale of a coveted stake in lithium producer SQM < information between Tianqi and SQM, though detractors say it does not go far",reuters
209,Chilean court suspends sale process to Tianqi of lithium miner SQM,11/10/2018,"stake in lithium producer SQM toChina's Tianqi Lithium Corp, temporarily suspendingthe transaction.The lawsuit, filed by SQM's controlling",reuters
210,"METALS-Base metal prices fall, tracking equities rout on macro fears",10/10/2018,"producer SQM, on Wednesday filed suit withChile's Constitutional Court",reuters
211,SQM controlling shareholder moves to block stake sale to China's Tianqi,10/10/2018,lithium producer SQM on Wednesdayfiled suit with Chile's together control a majority stake inSQM - allege the five-member court,reuters
212,Chile studying possible lithium trade on LME -mines minister,10/10/2018,by the stateand its sole miners are SQM and Albemarle.The Chilean state,reuters
213,"METALS-London aluminium steady, eyes biggest weekly gain since April",05/10/2018,producer SQM* ALUMINIUM: Demand for automotive aluminium is set,reuters
214,"China's Tianqi can buy stake in lithium firm SQM, rules Chile court",04/10/2018,"miner to purchase a nearly one-quarter stake in lithium producer SQM or employees to SQM's board, and requires that the Chinese miner notify",reuters
215,China's Tianqi can purchase stake in lithium producer SQM -Chile antitrust court,04/10/2018,the Chinese miner to purchase a one-quarterstake in lithium producer SQM,reuters
216,Albemarle eyes future as pure-play lithium market leader,27/09/2018,"at setting it apart from its major competitors,including Chile's SQMSQM, Tianqi and Ganfeng Lithium Co Ltd.It is that scale that Kissam",reuters
217,Foreign-backed miner hopes to begin Chilean lithium project in 2020,27/09/2018,with localminers SQM and Albemarle in order to offer apreferential,reuters
218,Solid demand to underpin lithium as price slides in 2018,17/09/2018,"://reut.rs/2NMny9dShares in lithium producers such as Albemarle and SQM in Albemarle and SQM, which together churn out 37 percent of the world's",reuters
219,GRAPHIC-Solid demand to underpin lithium as price slides in 2018,17/09/2018,"in lithium producers such as Albemarle andSQM,, and Japan's Jiangxi licences.Shares in Albemarle and SQM, which together churn out 37",reuters
220,"Chilean lawmakers study extra tax for copper, lithium mines",14/09/2018,"Plc, Anglo American Plc,Antofagasta Plc, SQM SA and Albemarle Corp",reuters
221,"METALS-London copper slips, but headed for weekly gain as trade talks eyed",13/09/2018,between the United States andChina.* LITHIUM: Chilean lithium miner SQM a quarter of SQM.* LUNDIN MINING: Canada's Lundin Mining Corp,reuters
222,Chile's lithium miner SQM asks court to reject Tianqi agreement,13/09/2018,"By Fabian CamberoSept 13 (Reuters) - Chilean lithium miner SQM a quarter of SQM, its lawyers told thecountry's anti-trust court",reuters
